1.325301204819277073e-02,1.331891352273199998e-02,1.543546427865193950e-02,1.343279643199591852e-02,9.327503320156261754e-03,7.031635002243356164e-03,5.366420319704668339e-03,4.761637807193962700e-03,4.135386401246488736e-03,3.589961835204964237e-03,3.220562524921019576e-03,2.617809958571199868e-03,2.580225718958563917e-03,2.268478293942047339e-03,1.975664932621734420e-03,1.859229747675962812e-03,1.762849626235508688e-03,1.388227562017557400e-03
3.006024096385542105e-02,2.967430639324487168e-02,3.409135851295234249e-02,2.968938307661180345e-02,2.070923197601720958e-02,1.594989592297564596e-02,1.271406885837068901e-02,1.076361393944065721e-02,9.269207781574211394e-03,7.928118393234671879e-03,7.149989605591850796e-03,6.069642595750909635e-03,5.600647426715833072e-03,5.240151051579990463e-03,4.635732563745537278e-03,4.125271067628221398e-03,3.821750334739575962e-03,3.175486717948373862e-03
4.686746987951807136e-02,4.785158687242627162e-02,5.354388542049210581e-02,4.734466954617028850e-02,3.349668761018647495e-02,2.549335451650154225e-02,2.027551900339944618e-02,1.709494544613638159e-02,1.481414944740596859e-02,1.272274237390516420e-02,1.130093685993449788e-02,9.868701001167632519e-03,9.027403893364214019e-03,8.103640045572410924e-03,7.434029311315570529e-03,6.781313564308168521e-03,6.267535980299145972e-03,5.361777467792449604e-03
6.578313253012048334e-02,6.737656503473232750e-02,7.375349586146501268e-02,6.591482885720066631e-02,4.708797054963147904e-02,3.587899115161411606e-02,2.844630372656199724e-02,2.393432513682263243e-02,2.073566347559016587e-02,1.783655034183575377e-02,1.585402842955828742e-02,1.394349751665492285e-02,1.270473346132878177e-02,1.135253369755200373e-02,1.037055517533183417e-02,9.417183586329785916e-03,8.807519697489621380e-03,7.963865844907484781e-03
8.421686746987952499e-02,8.699305353354686021e-02,9.378796011186756043e-02,8.395277848641326257e-02,6.073750184453125672e-02,4.627566068683480749e-02,3.662421516993664278e-02,3.092787117299566207e-02,2.681955274258688085e-02,2.307048131572444344e-02,2.035259195643209298e-02,1.787872289000772691e-02,1.634820179938575868e-02,1.465213848874043732e-02,1.320256634154728936e-02,1.226150251315413428e-02,1.129031172833276121e-02,1.040500030178860037e-02
1.031927710843373452e-01,1.063183727798344552e-01,1.130370914432611146e-01,1.018895642918092453e-01,7.374241800573164141e-02,5.683414609030796455e-02,4.506937862126470656e-02,3.800200416249132490e-02,3.274106677077107813e-02,2.831470854726668776e-02,2.487160349933714362e-02,2.176969399878130734e-02,1.978511663500641740e-02,1.790441288333395262e-02,1.620652104285439862e-02,1.499487282935767565e-02,1.381347436130343255e-02,1.275895138520967594e-02
1.237349397590361416e-01,1.268998793727382501e-01,1.320206785502415214e-01,1.194436869375511273e-01,8.733758416887363318e-02,6.717565112498805058e-02,5.298003805668593386e-02,4.497803129576813386e-02,3.882495603776778964e-02,3.341135608577468913e-02,2.950648713308591173e-02,2.571853606892771787e-02,2.329991229941454078e-02,2.108569168303509392e-02,1.932847620942048164e-02,1.773496730378065767e-02,1.626598844055092419e-02,1.511625567530229183e-02
1.461144578313252895e-01,1.461669647685204521e-01,1.505466256108929646e-01,1.368790520509865771e-01,1.008240200685000670e-01,7.726707709055069540e-02,6.111518917878803331e-02,5.175434293602797220e-02,4.481211111994002488e-02,3.850113945251366215e-02,3.410047473477219315e-02,2.991247868135908303e-02,2.689258879261012536e-02,2.418583266000209550e-02,2.226837351530128878e-02,2.030023366449812405e-02,1.874541625455010407e-02,1.743667469200796752e-02
1.686445783132530241e-01,1.657501767813318871e-01,1.680160456510070843e-01,1.543671982898915385e-01,1.141201780069742711e-01,8.782556249402384552e-02,6.943563502640449914e-02,5.880394946146892676e-02,5.068525805571198056e-02,4.368702122401910831e-02,3.860926226966161778e-02,3.399748771944158254e-02,3.058684897552848767e-02,2.747867596596268239e-02,2.549484337966818198e-02,2.294618992384890935e-02,2.136614117599563989e-02,1.982751104881598156e-02
1.936746987951807331e-01,1.847676885320910234e-01,1.855928133563095050e-01,1.709360732602021593e-01,1.271755760762354470e-01,9.801996219392895837e-02,7.793781223942929104e-02,6.589209757328157169e-02,5.656185978379909413e-02,4.892438428379231735e-02,4.298513770034795983e-02,3.805526336393685871e-02,3.415920873077951669e-02,3.077828075715111425e-02,2.853588394148525581e-02,2.567283608183300661e-02,2.394313127846968425e-02,2.206745310540469962e-02
2.216265060240963924e-01,2.032195000207978053e-01,2.028192886804711936e-01,1.876984790239010492e-01,1.399513820393137598e-01,1.081003552593834821e-01,8.627963824768203338e-02,7.248621262342067051e-02,6.247991901966813005e-02,5.403819225172290519e-02,4.772907741959669936e-02,4.197346786629765208e-02,3.786701340566091950e-02,3.409140851879523954e-02,3.151286710787602752e-02,2.858103451174206014e-02,2.632163258715003798e-02,2.441134456881115244e-02
2.513253012048192736e-01,2.222786073790607719e-01,2.195711743269583849e-01,2.039330735329046296e-01,1.523466320800876128e-01,1.178571165883330746e-01,9.440053592935994387e-02,7.923099023846730260e-02,6.826324135524593217e-02,5.907306224430960290e-02,5.231965701861110429e-02,4.576912209751597682e-02,4.145291765287498903e-02,3.742820147873682224e-02,3.441567855324687009e-02,3.140518096390808311e-02,2.861602847473136702e-02,2.661440135201292856e-02
2.852710843373493788e-01,2.408468865687783400e-01,2.361705132913359262e-01,2.197190284754171885e-01,1.652467012014694203e-01,1.274778054826158358e-01,1.027566153780368752e-01,8.619300224942713640e-02,7.415020746027851939e-02,6.441338788061833076e-02,5.680458853479741083e-02,4.968732659987677019e-02,4.515056395878411233e-02,4.062976473412149847e-02,3.737243306845038082e-02,3.423268949518382120e-02,3.112573424032619510e-02,2.897505884877708479e-02
3.189457831325301362e-01,2.598144835905328298e-01,2.521314161416989275e-01,2.350827344141734887e-01,1.780186239408507454e-01,1.375103893142684830e-01,1.109559069820477972e-01,9.308143486822281765e-02,8.000262564215952776e-02,6.960956590977732117e-02,6.140539214182744177e-02,5.374169807017364908e-02,4.889222986357310424e-02,4.404769551679722089e-02,4.042021651399654164e-02,3.682485248877906403e-02,3.359843362063745509e-02,3.122506052538042212e-02
3.567771084337349463e-01,2.770766607046296071e-01,2.677533263651515338e-01,2.503760655189704032e-01,1.903167933891999897e-01,1.473039269769118309e-01,1.189877206610745614e-01,9.982621248326944974e-02,8.590686570876791828e-02,7.458265835644270481e-02,6.601301175420121181e-02,5.756118152078078254e-02,5.277272681098323093e-02,4.733715808014388182e-02,4.339719968038731335e-02,3.946408458991040175e-02,3.590965059243858559e-02,3.342476410191065617e-02
3.949096385542168464e-01,2.957530884738571730e-01,2.831153422413062448e-01,2.652163586301538589e-01,2.025567144820944465e-01,1.570680435726001523e-01,1.273331100294333440e-01,1.067286602243821131e-01,9.178001264453987396e-02,7.971019466791136321e-02,7.054906331046563450e-02,6.147598184894317169e-02,5.639926453408640461e-02,5.071451995145253439e-02,4.649218331203706228e-02,4.222435153899171262e-02,3.846309117700490166e-02,3.570829784522939337e-02
4.376807228915662873e-01,3.141050705045547176e-01,2.978615215119070903e-01,2.797267697071527115e-01,2.148432342593527555e-01,1.668137720014416236e-01,1.352865297861271243e-01,1.134594227171117631e-01,9.736986661046871661e-02,8.460778122511737609e-02,7.494538675718322163e-02,6.565290359038253309e-02,5.999194102728199612e-02,5.408512033753334197e-02,4.953659531571867614e-02,4.485349740279388764e-02,4.113764356795381744e-02,3.805218930863584620e-02
4.812349397590361400e-01,3.322157980117299569e-01,3.119297155286872569e-01,2.944658989945195815e-01,2.274093461427939000e-01,1.767066057650580613e-01,1.435463985119408148e-01,1.199028752023433286e-01,1.034572106697805860e-01,8.963578704593504198e-02,7.946780630276013835e-02,6.976514602205223514e-02,6.364895385730200139e-02,5.715483463097503769e-02,5.245626397041222577e-02,4.768773009228906984e-02,4.363725668301676047e-02,4.038602115202768322e-02
5.295481927710843362e-01,3.507674389584459762e-01,3.269640385321619380e-01,3.082769601590470976e-01,2.397579974992039287e-01,1.865994395286744989e-01,1.520058154036930675e-01,1.267037133066578891e-01,1.093338123978676996e-01,9.469124955382883513e-02,8.416062598193077560e-02,7.393525941509479504e-02,6.727549158040518895e-02,6.047472387784700448e-02,5.541301848561574345e-02,5.038411753828567902e-02,4.608977076226425384e-02,4.282044919556571988e-02
5.795180722891566383e-01,3.686868266711035291e-01,3.413825249300827536e-01,3.217273502995328660e-01,2.518891883285828692e-01,1.966173128268496606e-01,1.602692474896127983e-01,1.336517101953007269e-01,1.153106031030944612e-01,9.988056341121880066e-02,8.880232562102328975e-02,7.798963088539166699e-02,7.090202930350836263e-02,6.374052124289621146e-02,5.831582993098658602e-02,5.315783280380587117e-02,4.863984712998661170e-02,4.527499647913299508e-02
6.317469879518072817e-01,3.870637660663033830e-01,3.555185174722449992e-01,3.351909357213860297e-01,2.641485255399622645e-01,2.064807255235110994e-01,1.684329054925632618e-01,1.405191201306209281e-01,1.214117663316669760e-01,1.048673842014222618e-01,9.366554543378761977e-02,8.188400616836365165e-02,7.460983397838975850e-02,6.719902093693901068e-02,6.135687049280365984e-02,5.594163430665523296e-02,5.130430687040363896e-02,4.773960338271489301e-02
6.857831325301204650e-01,4.057734703215340466e-01,3.690669227944292086e-01,3.480387413460946378e-01,2.762797163693411773e-01,2.163662040203888082e-01,1.762829878061817068e-01,1.474495981163675695e-01,1.273781926599482361e-01,1.099880563411218815e-01,9.816410896066142533e-02,8.598944025163655913e-02,7.844969744991077409e-02,7.035663453834269110e-02,6.443499691513068783e-02,5.864138383176156072e-02,5.386447588865787839e-02,5.012373332617982291e-02
7.442771084337349574e-01,4.256728089513747149e-01,3.829204214808327733e-01,3.606314381977004935e-01,2.879643364735668953e-01,2.257073927785991085e-01,1.842684778038299054e-01,1.542399248789443900e-01,1.332167916725686130e-01,1.151945306279344300e-01,1.027615045650195763e-01,9.000636580575101242e-02,8.208977966497699175e-02,7.374075789487918864e-02,6.753672343050952376e-02,6.153613394523173297e-02,5.650538611116718429e-02,5.248439082294398261e-02
8.026807228915662229e-01,4.447235971881369210e-01,3.961185344218763338e-01,3.725863631165495238e-01,2.996606062488835764e-01,2.353317593062512481e-01,1.922753479621143458e-01,1.610057251774664744e-01,1.392315850932621113e-01,1.205039674912825043e-01,1.071850920331121476e-01,9.405392892765108981e-02,8.565875329723726672e-02,7.703698194345369454e-02,7.061484985283655869e-02,6.419217644191167749e-02,5.899490657569824575e-02,5.481486945966427410e-02
8.600301204819277290e-01,4.642652135934445257e-01,4.093561965027260885e-01,3.849943260290120128e-01,3.109141885227440505e-01,2.447354678317409105e-01,2.001895707576416272e-01,1.675823213247093491e-01,1.451461895368159893e-01,1.256829850910189117e-01,1.117790796347984394e-01,9.818659640451121717e-02,8.941396369398929567e-02,8.021149925792699087e-02,7.362891887973729843e-02,6.704321952695546649e-02,6.170646535193072268e-02,5.719229298978613374e-02
9.137349397590361910e-01,4.838567447277567490e-01,4.226503573547275572e-01,3.963642601405737431e-01,3.224357132316964525e-01,2.541685974241855717e-01,2.079398789882908050e-01,1.742990686951220447e-01,1.508465968568299398e-01,1.307659042859888598e-01,1.160731630013597943e-01,1.023090513587761319e-01,9.314547122980601501e-02,8.335897063148890729e-02,7.664635934850257126e-02,6.968245162808681115e-02,6.436083244181586838e-02,5.958983575993722498e-02
9.610542168674698349e-01,5.037061686285928541e-01,4.353851803723268743e-01,4.077122021165231480e-01,3.335727987946473516e-01,2.632486742131703306e-01,2.155583428950162972e-01,1.807670476444083185e-01,1.564779083305407048e-01,1.359174651986491400e-01,1.205683185255617268e-01,1.063974645710570321e-01,9.692099836450258910e-02,8.679380512723425256e-02,7.963682828235151001e-02,7.243599441894867097e-02,6.689072350847445614e-02,6.188342912327058493e-02
9.909939759036144880e-01,5.239881868474689508e-01,4.476736630978276343e-01,4.190689409467174276e-01,3.446089205414767376e-01,2.726082511382275086e-01,2.231661167214236408e-01,1.875083214788756947e-01,1.620470335425786002e-01,1.408081875840861141e-01,1.250328020257167883e-01,1.104960903059331312e-01,1.004425662748922310e-01,9.005622174966952664e-02,8.262392577433591567e-02,7.520634760535915841e-02,6.934323758772195645e-02,6.425079303337781489e-02
9.982530120481927227e-01,5.449440539079073442e-01,4.606005819373428789e-01,4.301089930240946102e-01,3.557926047887914889e-01,2.816772950271041465e-01,2.305387087808319635e-01,1.940849176261185693e-01,1.677854435780593012e-01,1.456645891106778945e-01,1.294972855258718636e-01,1.147206704861501170e-01,1.040555595060323746e-01,9.337273025392757442e-02,8.559416605699760039e-02,7.808092524417099833e-02,7.188994973860035609e-02,6.665504221687199027e-02
9.997590361445782836e-01,5.659664739403519329e-01,4.730981101161049751e-01,4.405244684500822516e-01,3.664326377185284089e-01,2.908051810498907819e-01,2.382640734907388314e-01,2.005528965754048709e-01,1.737207767755041543e-01,1.506308173855742671e-01,1.340810491195425225e-01,1.186422791627093076e-01,1.076076025233388550e-01,9.676699583830583595e-02,8.869252113051188935e-02,8.079748516482593290e-02,7.425835839674882477e-02,6.905593819369462705e-02
1.000000000000000000e+00,5.871386381598103776e-01,4.852792451764174064e-01,4.512962164729892867e-01,3.769988893980226741e-01,2.998815802055061486e-01,2.458896641176764042e-01,2.072416137011835746e-01,1.793209951183784567e-01,1.553842563356305495e-01,1.384603325529007167e-01,1.228430301235374777e-01,1.112713875993403823e-01,9.989080201357029842e-02,9.178750476216163134e-02,8.366533864541832177e-02,7.677815681287553096e-02,7.130258666362643272e-02
1.000000000000000000e+00,6.104072209974626961e-01,4.973756320800022390e-01,4.614389894173843709e-01,3.873360308793948326e-01,3.085166633567966166e-01,2.534653677031293295e-01,2.137411266756830686e-01,1.850386763999682105e-01,1.605358172482908297e-01,1.428907360263370341e-01,1.268225097614695263e-01,1.148640640925359668e-01,1.030551771002018308e-01,9.474763071922968904e-02,8.644241599004824639e-02,7.936860378272542205e-02,7.371689546713522390e-02
1.000000000000000000e+00,6.333264007320826838e-01,5.095963162801209201e-01,4.713618410056563679e-01,3.975605588735544593e-01,3.176555822796913731e-01,2.610303812082641617e-01,2.203387455064013956e-01,1.906492591197880004e-01,1.656839460750665904e-01,1.474472355986327088e-01,1.307747560058143410e-01,1.185549381524635681e-01,1.062939285243396509e-01,9.768078514138141266e-02,8.913207927782540452e-02,8.203979195683036574e-02,7.617144275070249215e-02
1.000000000000000000e+00,6.571690029532881727e-01,5.218170004802396011e-01,4.812670988854385601e-01,4.078549848942598088e-01,3.267283038019374031e-01,2.687842527990193520e-01,2.268838076284310779e-01,1.963669404013777819e-01,1.705678042887345258e-01,1.518810470747408992e-01,1.348393399987064256e-01,1.220087836030380318e-01,1.094109732143762753e-01,1.010218840291427500e-01,9.176794929984702365e-02,8.449567025292181732e-02,7.850527459409432918e-02
1.000000000000000000e+00,6.826587912316459672e-01,5.341789316082374839e-01,4.911327709211186221e-01,4.178271033481154584e-01,3.355840449553902927e-01,2.763848999052146427e-01,2.331135294983286976e-01,2.019878874981430594e-01,1.755271683918618320e-01,1.563284905615366094e-01,1.386792484945039705e-01,1.256624103100672796e-01,1.127984773135266849e-01,1.039280669163781257e-01,9.452821624892833452e-02,8.700537601851665581e-02,8.094976225764698163e-02
1.000000000000000000e+00,7.102034025206938050e-01,5.463713664227802802e-01,5.005937876615322857e-01,4.277565063413042989e-01,3.442779702405907583e-01,2.837503652444108848e-01,2.394098231992319581e-01,2.072184430632952601e-01,1.804487795502594527e-01,1.606600619574885813e-01,1.425940488226663527e-01,1.292076810813922449e-01,1.159560909149303792e-01,1.067904210593744602e-01,9.729856943533880809e-02,8.947471118198394024e-02,8.329365372105344834e-02
1.000000000000000000e+00,7.387047127823301862e-01,5.587784965676996229e-01,5.098260861915778763e-01,4.376004784131594660e-01,3.532403627617555775e-01,2.912334214671066235e-01,2.456710790943427980e-01,2.127046532597692829e-01,1.855694516899590862e-01,1.650734254175655336e-01,1.466416119445664301e-01,1.328680800344030077e-01,1.192489342208909592e-01,1.097067182722034767e-01,9.997142232756736635e-02,9.207525080236571291e-02,8.558054067104371720e-02
1.000000000000000000e+00,7.692109313256519920e-01,5.715302692166445153e-01,5.191507516911951781e-01,4.469939965361644507e-01,3.618129261457666557e-01,2.983815218398340741e-01,2.519883954787215385e-01,2.184326989183045242e-01,1.905597045660470668e-01,1.696435570005487004e-01,1.503623743434198967e-01,1.365657263403121380e-01,1.225958694086743128e-01,1.128994737179249419e-01,1.026509993780153618e-01,9.471616102487502575e-02,8.784395517433321587e-02
1.000000000000000000e+00,8.010149328230938837e-01,5.838809005904121996e-01,5.283566596585060893e-01,4.559681264998951544e-01,3.704994961642283924e-01,3.055901993343643208e-01,2.583372458883134715e-01,2.240398268458091702e-01,1.953886494055627199e-01,1.742034645755162203e-01,1.544099374653199741e-01,1.402328975393044297e-01,1.257940519214450770e-01,1.157820565121085304e-01,1.054247146435355609e-01,9.739407763266788587e-02,9.020461267109737558e-02
1.000000000000000000e+00,8.337756332931242076e-01,5.962541314726405028e-01,5.381431600059818354e-01,4.653305788333242932e-01,3.787337172782571093e-01,3.123712736161691206e-01,2.646860962979054599e-01,2.295225822499680490e-01,2.002347546745009699e-01,1.787531481424681490e-01,1.583928212774504130e-01,1.438018711715647047e-01,1.289144773540956135e-01,1.187522967947702152e-01,1.080000672415821900e-01,9.992733291617043878e-02,9.252838489447458292e-02
1.000000000000000000e+00,8.666195249781623033e-01,6.086160626006383856e-01,5.470939592001899943e-01,4.747240969563292778e-01,3.870635568598895238e-01,3.200610047250154744e-01,2.710384504880766210e-01,2.351020718389514041e-01,2.050636995140166507e-01,1.829892954636076485e-01,1.624301718767552638e-01,1.473132807129820532e-01,1.320281413015182981e-01,1.216685940075992317e-01,1.107267133995662872e-01,1.024706808502048871e-01,9.478509298442100439e-02
